game type,no. players,blinds,players order,hero cards,players cards,game details,rake,jackpot
6-max,4,"[0.01, 0.02]","['Hero', 'c52c668b', '49c58cd5', '3831aebb']",[Jc 4s],"['[Jc 4s]', '', '', '']","{'player': ['Hero', 'c52c668b', '49c58cd5', '3831aebb', 'Hero', 'Hero', 'c52c668b', '49c58cd5', '3831aebb'], 'stack': [2.25, 2.51, 5.34, 2.0, 2.25, 2.25, 2.55, 5.34, 2.0], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, -0.01, 0.01, 0, 0], 'round': [0, 0, 0, 0, 0, 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 0, 0, 1, 2, 3], 'tables_cards': [[], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,3,"[0.01, 0.02]","['c52c668b', '49c58cd5', 'Hero']",[Jc 4h],"['', '', '[Jc 4h]']","{'player': ['c52c668b', '49c58cd5', 'Hero', 'c52c668b', 'c52c668b', '49c58cd5', 'Hero'], 'stack': [2.53, 5.32, 2.25, 2.53, 2.53, 5.36, 2.25], 'action': ['sb', 'bb', 'fold', 'fold', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, -0.01, 0.01, 0], 'round': [0, 0, 0, 0, 'end', 'end', 'end'], 'position': [0, 1, 2, 0, 0, 1, 2], 'tables_cards': [[], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce']",[6s 2s],"['', '[6s 2s]', ['2d', 'Ad'], '', '']","{'player': ['fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', 'fb71ea2', 'b34442d2', 'fb71ea2', 'b34442d2', 'fb71ea2', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce'], 'stack': [2.05, 1.98, 2.23, 5.06, 2.12, 1.99, 1.98, 2.18, 1.93, 2.12, 1.93, 1.84, 1.93, 1.93, 1.98, 2.67, 5.06, 2.12], 'action': ['sb', 'bb', 'call', 'fold', 'fold', 'raise', 'fold', 'call', 'bet', 'call', 'check', 'bet', 'fold', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.02, 0, 0, 0.07, 0, 0.05, 0.06, 0.06, 0, 0.28, 0, -0.13, -0.02, 0.15, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], ['9d', '9c', '4d'], ['9d', '9c', '4d'], ['9d', '9c', '4d', '5s'], ['9d', '9c', '4d', '5s'], ['9d', '9c', '4d', '5s'], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.05, 0.05, 0.05, 0.11000000000000001, 0.11000000000000001, 0.16000000000000003, 0.06, 0.12, 0, 0.28, 0.28, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.16000000000000003, 0.16000000000000003, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]}",0.01,0.0
6-max,5,"[0.01, 0.02]","['Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2']",[3s 2h],"['[3s 2h]', '', '', '', '']","{'player': ['Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2'], 'stack': [1.97, 2.37, 5.06, 2.12, 2.0, 1.97, 1.97, 2.41, 5.06, 2.12, 2.0], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero']",[Ts 6c],"['', '', '', '', '[Ts 6c]']","{'player': ['b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero'], 'stack': [2.39, 5.04, 2.12, 1.96, 1.97, 2.39, 5.04, 2.39, 5.04, 2.12, 2.05, 1.97], 'action': ['sb', 'bb', 'fold', 'raise', 'fold', 'fold', 'fold', 'lose', 'lose', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0.04, 0, 0, 0, -0.01, -0.02, 0, 0.03, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.07, 0.07, 0.07, 0.07, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0.05, 0.05]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2']",[5h Ks],"['', '', '', '[5h Ks]', '']","{'player': ['2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2'], 'stack': [5.03, 2.1, 2.03, 1.97, 2.39, 4.99, 2.1, 5.09, 2.1, 2.03, 1.97, 2.39], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'raise', 'fold', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.05, 0, 0.02, -0.02, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf']",[2d Th],"['', '', '[2d Th]', '', '']","{'player': ['3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf'], 'stack': [2.09, 2.01, 1.97, 2.39, 5.06, 2.05, 2.01, 2.15, 2.01, 1.97, 2.39, 5.06], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'raise', 'fold', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.05, 0, 0.02, -0.02, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce']",[Qc 3s],"['', '[Qc 3s]', '', '', '']","{'player': ['fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce'], 'stack': [2.0, 1.95, 2.39, 5.06, 2.12, 2.0, 2.0, 1.99, 2.39, 5.06, 2.12], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2']",[Qs 2s],"['[Qs 2s]', '', '', '', '']","{'player': ['Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2'], 'stack': [1.97, 2.37, 5.06, 2.12, 1.96, 1.97, 2.37, 1.97, 2.37, 5.06, 2.12, 2.05], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0.04, 0, 0, -0.01, -0.02, 0, 0, 0.03], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0.07, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0.05, 0.05]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero']",[3c Tc],"['', '', '', '', '[3c Tc]']","{'player': ['b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero'], 'stack': [2.36, 5.04, 2.12, 2.03, 1.97, 2.36, 2.36, 5.08, 2.12, 2.03, 1.97], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2']",[8d Tc],"['', '', '', '[8d Tc]', '']","{'player': ['2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2'], 'stack': [5.06, 2.1, 2.03, 1.97, 2.36, 5.06, 5.06, 2.14, 2.03, 1.97, 2.36], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf']",[Th 5c],"['', '', '[Th 5c]', '', '']","{'player': ['3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf'], 'stack': [2.12, 2.01, 1.97, 2.36, 5.06, 2.12, 2.12, 2.05, 1.97, 2.36, 5.06], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce']",[Ac 8c],"['', '[Ac 8c]', '', '', '']","{'player': ['fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'fb71ea2', 'Hero', 'fb71ea2', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce'], 'stack': [2.03, 1.95, 2.36, 5.06, 2.12, 1.98, 1.91, 1.92, 1.91, 2.16, 1.91, 2.36, 5.06, 2.12], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'raise', 'call', 'bet', 'fold', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.06, 0.04, 0.06, 0, 0.06, -0.06, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], ['4d', 'Ts', 'Kh'], ['4d', 'Ts', 'Kh'], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.08, 0.12, 0.06, 0.06, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2']",[5d Jc],"['[5d Jc]', '', '', '', '']","{'player': ['Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', '3c40d9ce', 'fb71ea2', '3c40d9ce', 'Hero', 'b34442d2', '2bdb8baf', '3c40d9ce', 'fb71ea2'], 'stack': [1.9, 2.34, 5.06, 2.07, 2.05, 1.9, 2.34, 2.07, 1.98, 2.07, 1.9, 2.34, 5.06, 2.07, 2.25], 'action': ['sb', 'bb', 'fold', 'raise', 'call', 'fold', 'fold', 'check', 'bet', 'fold', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0.05, 0.05, 0, 0, 0, 0.07, 0, -0.01, -0.02, 0, -0.05, 0.08], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 3, 4, 3, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], ['7h', '8c', '8d'], ['7h', '8c', '8d'], ['7h', '8c', '8d'], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.08, 0.13, 0.13, 0.13, 0, 0.07, 0.07, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['b34442d2', 'fab34172', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero']",[5h 4s],"['', '', '', '', '', '[5h 4s]']","{'player': ['b34442d2', 'fab34172', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero', 'b34442d2', 'fab34172', 'fab34172', 'fb71ea2', 'fab34172', 'fab34172', 'fb71ea2', 'fab34172', 'b34442d2', 'fab34172', '2bdb8baf', '3c40d9ce', 'fb71ea2', 'Hero'], 'stack': [2.33, 1.28, 5.06, 2.07, 2.14, 1.9, 2.33, 1.26, 1.26, 2.08, 1.2, 1.2, 1.92, 1.2, 2.33, 1.2, 5.06, 2.07, 2.44, 1.9], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'fold', 'fold', 'call', 'check', 'bet', 'call', 'check', 'bet', 'fold', 'lose', 'lose', 'lose', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.04, 0, 0, 0.02, 0, 0.06, 0.06, 0, 0.16, 0, -0.01, -0.1, 0, 0, 0.11, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 1, 4, 1, 1, 4, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['7d', '2h', 'Js'], ['7d', '2h', 'Js'], ['7d', '2h', 'Js'], ['7d', '2h', 'Js', '4d'], ['7d', '2h', 'Js', '4d'], ['7d', '2h', 'Js', '4d'], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0.07, 0.09, 0, 0.06, 0.12, 0, 0.16, 0.16, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21]}",0.01,0.0
6-max,5,"[0.01, 0.02]","['fab34172', '2bdb8baf', '3c40d9ce', 'Hero', 'b34442d2']",[5s 9c],"['', '', '', '[5s 9c]', '']","{'player': ['fab34172', '2bdb8baf', '3c40d9ce', 'Hero', 'b34442d2', 'fab34172', '2bdb8baf', 'fab34172', '3c40d9ce', 'fab34172', 'fab34172', '2bdb8baf', '3c40d9ce', 'Hero', 'b34442d2'], 'stack': [1.19, 5.04, 2.02, 1.9, 2.33, 1.15, 5.04, 1.15, 1.99, 1.15, 1.15, 5.04, 2.17, 1.9, 2.33], 'action': ['sb', 'bb', 'raise', 'fold', 'fold', 'call', 'fold', 'check', 'bet', 'fold', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.05, 0, 0, 0.04, 0, 0, 0.03, 0, -0.05, -0.02, 0.07, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 2, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], ['9d', '3d', '9h'], ['9d', '3d', '9h'], ['9d', '3d', '9h'], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.08, 0.08, 0.08, 0.12000000000000001, 0.12000000000000001, 0, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.12000000000000001, 0.12000000000000001, 0.12000000000000001, 0.12000000000000001, 0.12000000000000001, 0.12000000000000001, 0.12000000000000001, 0.12000000000000001]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['2bdb8baf', 'a8a51238', 'Hero', 'b34442d2', 'fab34172']",[6d 5d],"['', '', '[6d 5d]', '', '']","{'player': ['2bdb8baf', 'a8a51238', 'Hero', 'b34442d2', 'fab34172', '2bdb8baf', 'a8a51238', '2bdb8baf', 'a8a51238', 'Hero', 'b34442d2', 'fab34172'], 'stack': [5.03, 1.98, 1.84, 2.33, 1.15, 5.03, 1.98, 5.03, 1.98, 1.97, 2.33, 1.15], 'action': ['sb', 'bb', 'raise', 'fold', 'fold', 'fold', 'fold', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.06, 0, 0, 0, 0, -0.01, -0.02, 0.03, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.09, 0.09, 0.09, 0.09, 0.09, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['a8a51238', 'Hero', 'b34442d2', 'fab34172', '2bdb8baf']",[7d Tc],"['', '[7d Tc]', '', '', '']","{'player': ['a8a51238', 'Hero', 'b34442d2', 'fab34172', '2bdb8baf', 'a8a51238', 'Hero', 'a8a51238', 'Hero', 'b34442d2', 'fab34172', '2bdb8baf'], 'stack': [1.97, 1.91, 2.33, 1.15, 5.03, 1.93, 1.91, 2.03, 1.91, 2.33, 1.15, 5.03], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'raise', 'fold', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.05, 0, 0.02, -0.02, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['Hero', 'b34442d2', 'fab34172', '2bdb8baf', 'a8a51238']",[2h 5c],"['[2h 5c]', '', '', '', '']","{'player': ['Hero', 'b34442d2', 'fab34172', '2bdb8baf', 'a8a51238', 'Hero', 'b34442d2', 'Hero', 'b34442d2', 'fab34172', '2bdb8baf', 'a8a51238'], 'stack': [1.9, 2.31, 1.15, 5.03, 1.95, 1.9, 2.31, 1.9, 2.31, 1.15, 5.03, 2.06], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0.05, 0, 0, -0.01, -0.02, 0, 0, 0.03], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.08, 0.08, 0.08, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0.05, 0.05]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['b34442d2', 'fab34172', '2bdb8baf', 'a8a51238', 'Hero']",[9s 6c],"['', '', '', '', '[9s 6c]']","{'player': ['b34442d2', 'fab34172', '2bdb8baf', 'a8a51238', 'Hero', 'b34442d2', 'b34442d2', 'fab34172', '2bdb8baf', 'a8a51238', 'Hero'], 'stack': [2.3, 1.13, 5.03, 2.03, 1.9, 2.3, 2.3, 1.17, 5.03, 2.03, 1.9], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['fab34172', '2bdb8baf', 'a8a51238', 'Hero', 'b34442d2']",[3h 9d],"['', '', '', '[3h 9d]', '']","{'player': ['fab34172', '2bdb8baf', 'a8a51238', 'Hero', 'b34442d2', 'fab34172', 'fab34172', '2bdb8baf', 'a8a51238', 'Hero', 'b34442d2'], 'stack': [1.15, 5.01, 2.03, 1.9, 2.3, 1.15, 1.15, 5.05, 2.03, 1.9, 2.3], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
